"id","adres","locatie","postcode","zaaknaam","einddatum","begindatum","zaaknummer","zaak_categorie","status_vergunning","zaak_specificatie","o_tijden_terras_vr_za_tot","o_tijden_terras_vr_za_van","o_tijden_terras_zo_do_tot","o_tijden_terras_zo_do_van","openingstijden_vr_za_tot","openingstijden_vr_za_van","openingstijden_zo_do_tot","openingstijden_zo_do_van","status_tijdelijk_terras","tijdelijk_terras_details","publ_besluit_tijdelijk_terras","toestemming_tijdelijk_terras","terrasgeometrie"
"2993","Prinsengracht 283","SRID=4326;POINT(4.88342229368597 52.3738907388457)","1016GW","Café Kalkhoven","2020-12-01","2017-12-01","11086","Café","Verleend","Café","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.88338408677444 52.373885345736,4.88336943107065 52.37388590589,4.88336740255721 52.373866024934,4.88338351996703 52.3738654089121,4.88338365355258 52.373866577863,4.8833821841438 52.3738666614946,4.88338362473008 52.3738807691029,4.88338408677444 52.373885345736)),((4.88340475330451 52.3739203295367,4.88348092448373 52.3739170608751,4.88348195153147 52.3739260262121,4.88340578033696 52.3739292948743,4.88340475330451 52.3739203295367)),((4.88362886983411 52.3739107227549,4.88362969149602 52.3739178950235,4.88354766100473 52.3739214152215,4.883546839356 52.3739142429523,4.88362886983411 52.3739107227549)))"
"2994","Gedempt Hamerkanaal 223","SRID=4326;POINT(4.91977276607663 52.3832576410735)","1021KP","Foodmarkt Amsterdam","2022-04-01","2019-04-01","12833","Alcoholvrij","Verleend","Onbekend","","","","","3:00","7:00","1:00","7:00","","","","",""
"2995","Meeuwenlaan 331-H","SRID=4326;POINT(4.92432163311062 52.3905315965138)","1022AL","IJskoud De Beste","2023-01-01","2020-01-01","11041","Alcoholvrij","Verleend","IJssalon","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","",""
"2996","Spui 22-H","SRID=4326;POINT(4.88867890616791 52.3687001694998)","1012XA","Luxembourg","2024-02-01","2019-02-01","9936","Café","Verleend","Café","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.88882302552407 52.3686629004013,4.88877935125638 52.3686481001292,4.88869835140309 52.3687376575417,4.88874202573159 52.3687524578434,4.88875487112789 52.3687568108702,4.88883587090249 52.3686672534195,4.88882302552407 52.3686629004013)))"
"2997","Leidseplein 4-H","SRID=4326;POINT(4.88295553122178 52.3645596524741)","1017PT","Hoopman","2020-12-01","2015-12-01","2477","Café","Verleend","Café","2:00","9:00","1:00","9:00","4:00","9:00","3:00","9:00","","","","","SRID=4326;MULTIPOLYGON(((4.88299419587533 52.3643956887121,4.88290299025492 52.3644662299418,4.88281418461208 52.3644230146424,4.88281890019217 52.3644194078708,4.88279597624364 52.3644081759925,4.88288284333509 52.3643417344767,4.88299419587533 52.3643956887121)),((4.88287104801605 52.3645348594849,4.88289333594683 52.3645469007978,4.88289416053824 52.3645473462927,4.88287376006848 52.3645614970568,4.882873756772 52.3645614993426,4.88287092710694 52.3645599700856,4.8828506475447 52.364549010245,4.88285523051076 52.3645458312778,4.88287104801605 52.3645348594849)),((4.88289705830497 52.3645169187996,4.88291836680663 52.3645020600284,4.88294153590694 52.3645145115801,4.88292022740703 52.3645293703555,4.88289705830497 52.3645169187996)))"
"2998","Reguliersdwarsstraat 129-H","SRID=4326;POINT(4.89527350286531 52.3658696691853)","1017BL","Reality","2024-02-01","2019-02-01","3364","Café","Verleend","Café","2:00","9:00","1:00","9:00","4:00","9:00","3:00","9:00","","","","","SRID=4326;MULTIPOLYGON(((4.89520489737815 52.3658508161454,4.89519988334021 52.3658376891557,4.89523991215312 52.3658319596927,4.89524492620223 52.3658450866807,4.89520489737815 52.3658508161454)))"
"2999","Herengracht 534","SRID=4326;POINT(4.89618336524119 52.3645792304091)","1017CG","Ponte Arcari","2023-09-01","2018-09-01","2161","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.8960143980843 52.3644998117897,4.89604251425179 52.364500372944,4.89604036585679 52.3645403513266,4.89603802946939 52.3645472735922,4.89603692844103 52.3645506360706,4.89603510980443 52.3645547558751,4.89603222856456 52.3645587626626,4.89603168705616 52.3645596293326,4.89600240085795 52.3645589862969,4.8960040776847 52.3645550617512,4.89600588882918 52.3645515936014,4.89600842267502 52.3645469336898,4.89601095892206 52.3645420565597,4.89601224569764 52.3645397838826,4.8960143980843 52.3644998117897)))"
"3000","1e C Huygensstr 112-H","SRID=4326;POINT(4.87540642893093 52.3622534406969)","1054BZ","Trattoria Toto","2020-06-01","2017-06-01","12138","Restaurant","Verleend","Restaurant","","","","","3:00","7:00","1:00","7:00","","","","",""
"3001","Paleisstraat 23","SRID=4326;POINT(4.89099997194276 52.3725386102788)","1012RB","Maxim","2024-11-01","2019-11-01","6737","Alcoholvrij","Verleend","Broodjeszaak","2:00","7:00","1:00","7:00","4:00","7:00","3:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.89101000135132 52.372561145773,4.89099736231549 52.3725822404429,4.89096151856314 52.372574195179,4.89097415761367 52.372553100513,4.89101000135132 52.372561145773)))"
"3002","Korte Leidsedwarsstraat 89","SRID=4326;POINT(4.88399112890119 52.3638630212943)","1017PX","Ristorante Il Padrino","2024-05-01","2019-05-01","13434","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.88395484083895 52.3638509946482,4.88391956196206 52.3638320029956,4.88396221857 52.3638023071055,4.88399749744165 52.3638212987455,4.88395484083895 52.3638509946482)))"
"3003","Louis Couperusstraat 19","SRID=4326;POINT(4.83170585866683 52.3748370996726)","1064BZ","MC restaurant","2022-05-28","2019-03-29","15241","Alcoholvrij","Verleend","Lunchroom","","","","","3:00","7:00","1:00","7:00","","","","",""
"3004","Sperwerlaan 27","SRID=4326;POINT(4.91429598466854 52.3856747333675)","1021EM","Mazazik","2022-04-01","2019-04-01","9944","Café","Verleend","Café","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.91430882959639 52.3856556826665,4.91433067423888 52.3856539272271,4.91434042868043 52.3856993723349,4.91431858401598 52.3857011277761,4.91430882959639 52.3856556826665)))"
"3005","Kamperfoelieweg 160","SRID=4326;POINT(4.91414661357229 52.3969354808109)","1032HV","Turquoise Meating","2022-09-01","2019-09-01","13279","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","",""
"3006","Tolstraat 182","SRID=4326;POINT(4.90657295358645 52.3528211111453)","1074VM","Café Cintetol B.V.","2023-10-01","2018-05-22","12622","Café","Verleend","Café","0:30","7:00","23:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.90647827745137 52.3528308994191,4.90642144344919 52.3528162806173,4.90642433256389 52.3528124676955,4.90642722922894 52.3528080868654,4.90642972600132 52.3528038545866,4.9064321083524 52.3527988709751,4.90643349634025 52.3527951785782,4.90643438947692 52.3527925980603,4.90643536627283 52.3527890677282,4.90643612478263 52.3527855176789,4.90643661383455 52.352781713135,4.90643699225685 52.3527778852408,4.90643752104385 52.352771486232,4.90643804536307 52.3527655001827,4.9064385694791 52.3527595329043,4.9064389921428 52.3527544474848,4.90643952851363 52.3527477926037,4.90652095924049 52.3527687669852,4.90647827745137 52.3528308994191)))"
"3007","Overtoom 515A","SRID=4326;POINT(4.85671123696755 52.3578841628394)","1054LH","Restaurant Adam","2021-06-01","2018-06-01","12850","Restaurant","Verleend","Restaurant","1:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","",""
"3008","Buiksloterweg 5","SRID=4326;POINT(4.90340212244062 52.382521103139)","1031CC","De Pont B.V.","2024-08-01","2019-08-01","10143","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.9033257414358 52.3824664258962,4.903343125327 52.3824521527335,4.90328799278132 52.3824275265997,4.9033038832189 52.3824141730635,4.90330789886284 52.382416319496,4.90334613337121 52.382385028147,4.90365196664598 52.3825214571831,4.90361438482078 52.3825535152311,4.90361830228522 52.3825552388385,4.90360288607825 52.3825682078864,4.90354808947442 52.3825437270454,4.90353095421173 52.3825581001146,4.9033257414358 52.3824664258962)),((4.90322245471011 52.3825450137554,4.90321847988626 52.3825431640755,4.90323437214946 52.3825296487806,4.9034602960867 52.3826306018943,4.90344504449504 52.3826446321219,4.9034404833549 52.382642672207,4.90339323271676 52.3826832019298,4.90317427949234 52.3825854677185,4.90322245471011 52.3825450137554)))"
"3009","Spuistraat 175","SRID=4326;POINT(4.88976364177918 52.3727940687981)","1012VN","Mr. Porter","2023-06-01","2018-06-01","12649","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.88988087492532 52.3725105357986,4.88990622391325 52.3724792339307,4.89022683837704 52.3725764990905,4.89020148955894 52.3726078010262,4.88988087492532 52.3725105357986)))"
"3010","Marie Heinekenplein 31","SRID=4326;POINT(4.89173168060916 52.3569661951154)","1072MH","Tripbar Barca Amsterdam","2020-11-01","2015-06-11","6243","Restaurant","Verleend","Restaurant","0:00","7:00","0:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.88285672599932 52.3622210413044,4.88277231201563 52.362150393963,4.88281476101367 52.3621314791104,4.88283085914463 52.3621243036075,4.88283947684605 52.3621217069096,4.88290139246454 52.3621068621871,4.88292507351052 52.3622046545117,4.88285672599932 52.3622210413044)),((4.88292243128189 52.3622754248398,4.88297967163184 52.3622761798562,4.88297649450542 52.3623664566181,4.88293895628582 52.3623659185193,4.88291941476064 52.3623611349426,4.88292243128189 52.3622754248398)))"
"3011","Zeedijk 43A","SRID=4326;POINT(4.90120466082869 52.3752951215071)","1012AR","Hofje van Wijs","2023-11-01","2018-11-01","7652","Eethuis","Verleend","Eethuis","","","","","3:00","7:00","1:00","7:00","","","","",""
"3012","Cruquiusweg 61","SRID=4326;POINT(4.94614492706235 52.369171931146)","1019AT","The niu Fender","2023-02-01","2020-03-30","15265","Hotel","Verleend","Hotel (Horeca V)","01:00","07:00","00:00","07:00","03:00","07:00","01:00","07:00","","","","",""
"3013","Haarlemmerstraat 73","SRID=4326;POINT(4.89234528639882 52.3800865150828)","1013EL","Café Restaurant Stout B.V.","2021-09-01","2016-09-01","9425","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.89225429702859 52.3800056623249,4.89227722220772 52.3800435940972,4.89225656064656 52.3800482704842,4.89223363548266 52.380010338708,4.89225429702859 52.3800056623249)),((4.89232034760177 52.3801155845664,4.89229968601163 52.3801202609609,4.89227930802067 52.3800865438346,4.89229996959726 52.3800818674437,4.89232034760177 52.3801155845664)),((4.89232186913374 52.3801161121942,4.89235562008625 52.3801077340327,4.89237190559865 52.3801323022926,4.89233815463051 52.3801406804588,4.89232186913374 52.3801161121942)),((4.89236864650409 52.3801045004186,4.89240130869937 52.3800963925075,4.89240572511347 52.3801030550851,4.89237306291409 52.3801111629974,4.89236864650409 52.3801045004186)))"
"3014","Johan Huizingalaan 763A","SRID=4326;POINT(4.82989537260178 52.3424012267953)","1066VH","Sodexo Bureau","2022-10-16","2019-07-05","15273","Restaurant","Verleend","Restaurant","2:00","9:00","1:00","9:00","4:00","9:00","3:00","9:00","","","","",""
"3015","Johan Huizingalaan 90","SRID=4326;POINT(4.82670177528823 52.3629229421645)","1065JD","Restaurant/ eetcafe The happiness","2020-07-18","2017-07-18","14164","Restaurant","Verleend","Restaurant","","","","","3:00","7:00","1:00","7:00","","","","",""
"3016","Stentorstraat 5","SRID=4326;POINT(4.90614328662497 52.4196146228076)","1035XB","Eetcafé La Chambre","2022-06-01","2019-06-01","12944","Café","Verleend","Eetcafé","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.90609596113211 52.4195856010455,4.90609050191679 52.4196496754979,4.90618858465622 52.4196527743436,4.90618623309006 52.4196805976779,4.90603970792199 52.4196735396927,4.90603577399632 52.4195836994408,4.90609596113211 52.4195856010455)))"
"3017","Warmoesstraat 108","SRID=4326;POINT(4.8965471394606 52.3743069725046)","1012JJ","Juice by Nature","2021-01-01","2018-01-01","13570","Alcoholvrij","Verleend","Broodjeszaak","22:00","7:00","22:00","7:00","22:00","7:00","22:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.89658364372696 52.3742847523089,4.89658804768381 52.3742823735363,4.89660553768671 52.3742945027097,4.89660113372959 52.3742968814831,4.89658364372696 52.3742847523089)),((4.89660599206534 52.3743002506976,4.89661039602255 52.3742978719241,4.89662788603764 52.3743100010943,4.89662348208016 52.3743123798684,4.89660599206534 52.3743002506976)))"
"3018","Europaplein 8","SRID=4326;POINT(4.89008178214995 52.3417432529328)","1078GZ","Amsterdam Rai Catering B.V.","2021-02-01","2015-12-23","6965","Zalenverhuur","Verleend","Zalenverhuur","","","","","3:00","7:00","1:00","7:00","","","","",""
"3019","Spuistraat 293A","SRID=4326;POINT(4.88895242426801 52.3691866482031)","1012VS","Kantjil & de Tijger","2021-07-01","2016-07-01","3591","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.88885947832204 52.3691579537126,4.88885567880193 52.3691356060062,4.88887758452674 52.3691342105797,4.88888138405778 52.3691565582853,4.88885947832204 52.3691579537126)),((4.888867381336 52.369204436941,4.88886175803593 52.3691713623363,4.88888366377818 52.3691699669086,4.88888928709439 52.3692030415123,4.888867381336 52.369204436941)),((4.88889643023721 52.3692450551975,4.888902813483 52.3692825993408,4.88888090768579 52.3692839947719,4.88887452445832 52.3692464506275,4.88889643023721 52.3692450551975)),((4.8889047892517 52.3692942201469,4.88890767691551 52.369311204402,4.88888577110438 52.3693125998339,4.88888288344884 52.3692956155783,4.8889047892517 52.3692942201469)))"
"3020","Postjesweg 122-H","SRID=4326;POINT(4.85149453990114 52.3644306468157)","1057EH","Iets Aparts","2021-12-01","2018-12-01","13093","Alcoholvrij","Verleend","Broodjeszaak","1:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.85145569324464 52.3644025917201,4.85145436122789 52.364445723341,4.85143234348013 52.3644454685193,4.85143423053329 52.3643843653898,4.85152230140493 52.3643853846508,4.85152174642545 52.36440335616,4.85145569324464 52.3644025917201)))"
"3021","Vijzelgracht 59","SRID=4326;POINT(4.89128377584191 52.3602717565628)","1017HP","Etenstijd V.O.F.","2021-01-01","2018-01-01","14591","Alcoholvrij","Verleend","Lunchroom","2:00","7:00","1:00","7:00","4:00","7:00","3:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.89126024704486 52.3602556692008,4.89126475655447 52.3602694149953,4.89123597189373 52.3602729545496,4.89123146239265 52.360259208754,4.89126024704486 52.3602556692008)),((4.89126735819591 52.3602773452613,4.8912720989671 52.360291795968,4.89124331429243 52.3602953355241,4.89123857353022 52.3602808848162,4.89126735819591 52.3602773452613)))"
"3022","Zeedijk 39A","SRID=4326;POINT(4.90115893552584 52.3754477224058)","1012AR","Restaurant De Portugees","2023-08-01","2018-08-01","12790","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.90110151078304 52.3754341497937,4.90110831207026 52.3754358428982,4.90109569715151 52.3754548239498,4.90108889586187 52.3754531308444,4.90110151078304 52.3754341497937)))"
"3023","Govert Flinckstraat 177-H","SRID=4326;POINT(4.89468497887002 52.3553876987051)","1073BT","Os Lusitanos","2022-05-01","2016-08-05","7912","Sociëteit","Verleend","Sociëteit","","","","","3:00","7:00","1:00","7:00","","","","",""
"3024","Kabelweg 37","SRID=4326;POINT(4.84659967373961 52.3926653634064)","1014BA","Gioia BV","2021-12-01","2018-12-01","12992","Additionele horeca","Verleend","Kantine","","","","","3:00","7:00","1:00","7:00","","","","",""
"3025","Burg De Vlugtlaan 97","SRID=4326;POINT(4.82977747483096 52.379888062522)","1063BJ","Havzan Restaurant","2022-05-29","2017-05-16","11919","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.82972756723094 52.3799504475789,4.82971814588341 52.3799278029867,4.82983200323261 52.3799100631061,4.82984142463445 52.3799327076894,4.82972756723094 52.3799504475789)))"
"3026","Javastraat 23-H","SRID=4326;POINT(4.93251441068179 52.3636995725241)","1094GZ","Hartje Oost","2021-11-01","2016-07-21","11478","Eethuis","Verleend","Eethuis","21:00","7:00","21:00","7:00","21:00","7:00","21:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.9324965349205 52.3636301469593,4.93252813872271 52.3636342241748,4.93252390046104 52.3636465360909,4.93249229665048 52.3636424588743,4.9324965349205 52.3636301469593)),((4.93255282982373 52.3636796416843,4.93249475144195 52.3636718471455,4.93249915276808 52.3636595566895,4.93255723113459 52.363667351226,4.93255282982373 52.3636796416843)))"
"3027","IJdok 4","SRID=4326;POINT(4.89408166271625 52.3847042745886)","1013MM","I-Dock","2021-08-01","2016-08-01","11349","Restaurant","Verleend","Restaurant","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.89362552273877 52.3845309325188,4.8938444019353 52.3845658405719,4.89382032272456 52.3846223695978,4.89360144326881 52.3845874615005,4.89362552273877 52.3845309325188)))"
"3028","Oudezijds Armsteeg 26","SRID=4326;POINT(4.89939542015844 52.3755663055715)","1012GP","Proeflokaal de Prael","2022-03-01","2019-03-01","9948","Café","Verleend","Eetcafé","2:00","7:00","1:00","7:00","3:00","7:00","1:00","7:00","","","","","SRID=4326;MULTIPOLYGON(((4.89945145289039 52.3755979283111,4.899440039395 52.3755863981636,4.89945259913832 52.3755817413357,4.89946401263577 52.3755932714821,4.89945145289039 52.3755979283111)),((4.89935739557602 52.3756329338429,4.8993460143573 52.3756213917479,4.89942145092354 52.3755935297985,4.89943283215476 52.3756050718864,4.89935739557602 52.3756329338429)))"
